Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1M_RS_Percentile,3M_RS_Percentile,6M_RS_Percentile,Price,MarketCap,Float,ShortFloatPct,PctFrom52WkHigh,AvgVol10,AvgVol30,AvgVol50,RevenueGrowth
642,PRSU,Consumer Cyclical,Travel Services,S&P 600,128.79,89,90,77,53,51.58,1223048809.8054123,27318490.0,0.0696,12.74,248700,322920,285960,0.374
643,HTLD,Industrials,Trucking,S&P 600,128.56,89,91,90,77,14.28,1161570525.304016,77489696.0,0.048699997,-5.68,684860,652610,644654,-0.197
644,VVX,Industrials,Aerospace & Defense,NYSE,128.54,89,76,65,81,83.57,2602840448.9231873,31310484.0,0.0355,0.18,802920,702106,628572,0.234
645,PURR,Financial Services,Capital Markets,NASDAQ,128.54,89,95,86,68,6.19,1443031201.2285748,144447571.0,1.38,-39.52,9227570,12862240,15804480,
646,HPP,Real Estate,REIT - Office,NYSE,128.53,89,89,22,7,15.38,649819422.6899719,54242024.0,0.0114,-29.12,647044,809034,1016932,-0.08
647,PRM,Basic Materials,Specialty Chemicals,NYSE,128.37,89,93,93,91,33.73,5265741394.510284,163127063.0,0.0275,-3.32,1293600,1767750,1586658,0.736
648,CMDB,Industrials,Marine Shipping,NYSE,128.29,89,83,82,83,18.84,390272803.32141113,24180472.0,0.019299999,-5.45,68925,70441,58403,-0.539
649,WBI,Energy,Oil & Gas Equipment & Services,NYSE,128.24,89,79,78,32,34.88,1375219725.75,47016059.0,0.0947,9.34,618190,1797843,1318390,1.053
650,MTSI,Technology,Semiconductors,S&P 400,128.21,89,96,93,91,266.99,27820492148.973877,76295774.0,0.0433,-36.26,1262410,1708606,1707552,0.225
651,HST,Real Estate,REIT - Hotel & Motel,S&P 500,128.21,89,86,81,73,24.5,15738525563.867146,684879281.0,0.0732,4.08,8545157,9811849,9358971,0.028
652,PR,Energy,Oil & Gas E&P,S&P 400,128.19,88,70,89,76,21.37,16101050241.239914,837288124.0,0.0251,-5.76,8641230,10997213,10363504,0.009
653,WEST,Consumer Defensive,Packaged Foods,NASDAQ,128.09,88,96,58,26,7.6,783390408.8092136,97557962.0,0.1571,-15.33,434860,755413,724660,0.444
654,MRNA,Healthcare,Biotechnology,S&P 500,128.08,88,92,87,91,57.02,18724343017.306995,396786259.0,0.17899999,-4.25,5488540,8488736,7437782,2.602
655,SOBO,Energy,Oil & Gas Midstream,NYSE,127.97,88,74,77,65,38.67,7500702995.9550705,208584627.0,7.23,0.73,601710,939766,879926,-0.014
656,PSMT,Consumer Defensive,Discount Stores,S&P 600,127.95,88,90,81,81,186.24,5251990640.926132,30895879.0,0.0805,8.44,247860,332910,295222,0.097
657,INTG,Consumer Cyclical,Lodging,NASDAQ,127.9,88,94,97,93,33.97,83287949.5132904,2148812.0,0.0126,-22.51,84777,97582,78179,0.211
658,ESOA,Industrials,Engineering & Construction,NASDAQ,127.88,88,93,93,23,15.94,278589013.1644821,18659679.0,0.0325,-20.06,100397,127435,145129,0.215
659,FA,Industrials,Specialty Business Services,S&P 600,127.84,88,75,32,28,19.64,2744592752.0,171537047.0,0.16790001,3.31,2083876,2362412,1719385,0.086
660,APLE,Real Estate,REIT - Hotel & Motel,S&P 600,127.82,88,88,73,40,16.77,3467832269.202112,236067554.0,0.1014,11.24,2378576,2888192,2836089,0.031
661,ROG,Technology,Electronic Components,S&P 600,127.73,88,93,93,81,133.04,2525924749.4571686,17848535.0,0.0271,-10.37,227520,316420,300058,0.052
662,BWA,Consumer Cyclical,Auto Parts,S&P 400,127.67,88,90,85,81,64.39,14731355000.023888,205114941.0,0.0471,-12.85,2139393,2565851,3118318,0.005
663,BWFG,Financial Services,Banks - Regional,NASDAQ,127.64,88,81,81,80,62.21,417156775.16677856,7973180.0,0.0324,15.5,90846,93188,72795,0.353
664,SAH,Consumer Cyclical,Auto & Truck Dealerships,S&P 600,127.51,88,71,65,29,99.11,2611131076.6632614,31604103.0,0.23120001,10.59,256140,263266,275722,0.01
665,MUSA,Consumer Cyclical,Specialty Retail,S&P 400,127.5,88,74,75,39,622.75,9346720708.002777,18470685.0,0.0598,2.12,235990,320763,308704,0.071
666,BLBD,Industrials,Farm & Heavy Construction Machinery,NASDAQ,127.49,88,88,84,71,76.2,2144689230.2945023,31646589.0,0.1201,-6.51,420889,439523,462701,-0.017
667,SBLK,Industrials,Marine Shipping,NASDAQ,127.4,88,80,83,83,28.14,3039217733.5,111530926.0,0.0171,-0.5,1108860,1237206,1305662,0.219
668,TRV,Financial Services,Insurance - Property & Casualty,S&P 500,127.34,88,65,69,59,387.26,62068862554.682495,212644693.0,0.0306,23.68,2381320,2251953,1937344,0.01
669,STLD,Basic Materials,Steel,S&P 500,127.32,88,90,89,80,240.57,37516954096.94504,144212781.0,0.0323,-8.56,1219580,1344036,1242396,0.191
670,PLPC,Industrials,Electrical Equipment & Parts,NASDAQ,127.31,88,93,95,88,325.82,1807684633.6408691,4888012.0,0.107,-15.79,74670,93063,94652,0.187
671,USIO,Technology,Software - Infrastructure,NASDAQ,127.24,88,92,22,25,1.89,44429550.73476386,27595994.0,0.0032,-6.44,165630,174343,154604,0.157
672,MUFG,Financial Services,Banks - Diversified,NYSE,127.18,88,76,68,81,22.62,211191096597.47812,11287605929.0,0.0007,12.26,3435850,3351860,3374820,
673,TECX,Healthcare,Biotechnology,NASDAQ,127.16,88,85,86,37,31.61,588152529.0596046,18869186.0,0.2906,-12.27,173460,184256,190018,
674,PSTL,Real Estate,REIT - Office,NYSE,127.15,88,87,87,83,23.77,637080539.8753052,27651064.0,0.1188,-2.94,201210,354903,346766,0.203
675,ZGN,Consumer Cyclical,Apparel Manufacturing,NYSE,127.13,88,82,82,35,14.32,3943134269.8371983,268240430.0,0.0531,-4.41,1180290,1355630,1278956,0.003
676,SNDA,Healthcare,Medical Care Facilities,NYSE,127.1,88,82,86,80,41.69,1673690112.7053452,47346257.0,0.0405,5.12,396630,739703,701588,0.385
677,AMTB,Financial Services,Banks - Regional,NYSE,127.1,88,76,74,72,28.5,894141915.0571766,39354839.0,0.0397,16.9,436058,389306,316319,0.033
678,MRDN,Communication Services,Electronic Gaming & Multimedia,NASDAQ,127.04,88,81,10,7,12.08,147147611.15795422,12652417.0,0.056399997,-49.16,66350,71620,61584,0.173
679,GRDN,Healthcare,Medical Care Facilities,NYSE,127.03,88,84,86,75,40.45,2453041467.4415817,63320634.0,0.0746,-2.2,294016,427572,417123,0.022
680,CCCC,Healthcare,Biotechnology,NASDAQ,127.02,88,95,82,21,3.4,483178747.4865856,110567222.0,0.1935,-25.68,2923329,3669393,3398397,-0.15
681,JBIO,Healthcare,Biotechnology,NASDAQ,127.01,88,94,95,86,19.62,1038531815.1903152,49359875.0,0.090100005,-29.93,967210,1230570,1139096,
682,APUS,Healthcare,Drug Manufacturers - Specialty & Generic,NYSE ARCA,127.0,88,0,0,33,5.65,21278559.066277623,15091177.0,0.0339,-85.98,113632,133860,98924,
683,SENEA,Consumer Defensive,Packaged Foods,NASDAQ,127.0,88,86,81,77,166.22,989425989.5115509,6881049.0,0.0272,-0.78,119180,152410,148424,0.011
684,CVU,Industrials,Aerospace & Defense,NYSE ARCA,126.96,88,85,59,73,4.71,69086569.12195444,13209669.0,0.0069999998,-12.78,79029,71699,101373,0.127
685,CJMB,Industrials,Integrated Freight & Logistics,NASDAQ,126.9,88,3,4,4,2.55,4121666.2476911545,5646118.0,0.039,-56.63,11893602,4191714,2690810,-0.141
686,FNWD,Financial Services,Banks - Regional,NASDAQ,126.89,88,48,52,72,44.61,142802441.59789658,4329971.0,0.040599998,11.55,35701,34433,24360,0.155
687,ENTX,Healthcare,Biotechnology,NASDAQ,126.8,88,50,11,10,2.05,66454184.52362311,49225321.0,0.0043,-36.34,230219,2021826,1241025,
688,LIVN,Healthcare,Medical Devices,S&P 400,126.78,88,86,75,86,78.19,4054095272.0438538,54933538.0,0.07,3.13,569510,703993,700698,0.143
689,APA,Energy,Oil & Gas E&P,S&P 500,126.77,88,77,94,82,36.15,12876920477.480553,353470227.0,0.0956,-20.83,5016257,5628769,5491199,-0.119
690,FISI,Financial Services,Banks - Regional,NASDAQ,126.67,88,83,79,76,40.62,713237176.088295,19686370.0,0.0297,11.2,142018,201159,164755,0.113
691,DHT,Energy,Oil & Gas Midstream,NYSE,126.64,88,84,89,73,18.45,2628199466.6939926,161041637.0,0.057800002,-10.22,2427646,3589368,3272801,0.781
692,ACA,Industrials,Engineering & Construction,S&P 600,126.62,88,87,77,78,145.0,6222964137.0,49096364.0,0.0339,6.95,888707,1013022,709979,0.044
693,SVRA,Healthcare,Biotechnology,NASDAQ,126.44,88,87,81,92,5.75,1065621463.3132362,204927212.0,0.1592,-17.92,1778050,1993773,1811406,
694,FBIO,Healthcare,Biotechnology,NASDAQ,126.42,88,58,35,89,3.34,93013400.01599121,33219072.0,0.18129998,-26.27,642694,582951,545512,0.063
695,ASTH,Healthcare,Medical Care Facilities,S&P 600,126.4,88,92,84,18,40.31,1865328132.1991959,49583418.0,0.104399994,0.95,570113,718411,612018,0.556
696,MAC,Real Estate,REIT - Retail,S&P 600,126.35,88,87,80,66,25.83,6383546060.998234,283461187.0,0.0614,12.65,2177480,3768823,3520420,-0.067
697,TFII,Industrials,Trucking,NYSE,126.34,88,88,90,69,150.43,12666510696.42102,82186031.0,2.38,-2.8,265130,361446,372328,-0.008
698,HSBC,Financial Services,Banks - Diversified,NYSE,126.34,88,82,82,87,103.4,321494562417.3559,3429641239.0,3.69,8.59,1392197,1338585,1528317,0.033
699,ONDS,Technology,Communication Equipment,NASDAQ,126.2,88,91,99,99,7.93,6674654408.840346,504890641.0,0.3105,-48.1,147186620,92680173,92496950,10.799
700,VAC,Consumer Cyclical,Resorts & Casinos,S&P 600,126.14,88,88,72,20,94.39,2915039177.9939575,34343064.0,0.1108,7.91,380650,430870,480552,0.0
701,CPAC,Basic Materials,Building Materials,NYSE,126.12,88,87,85,92,11.95,900736841.0743523,85621369.0,0.00059999997,3.91,41639,95149,63949,0.113
702,HFBL,Financial Services,Banks - Regional,NASDAQ,126.08,88,81,79,80,21.95,59703527.6200676,3053889.0,0.002,8.13,6803,3427,2824,0.106
703,LILAK,Communication Services,Telecom Services,NASDAQ,126.07,88,82,75,66,7.43,1649616267.709732,221290000.0,0.0304,-10.48,1257270,2000306,1712395,-0.001
704,TMCI,Healthcare,Medical Devices,NASDAQ,126.04,88,95,7,4,4.0,224460499.43470764,64872976.0,0.0699,-48.59,385010,924560,813736,-0.102
705,MD,Healthcare,Medical Care Facilities,S&P 600,126.03,88,81,88,86,25.58,1768906038.124855,82121911.0,0.059899997,2.36,796050,824623,807696,0.039
706,BNY,Financial Services,Banks - Diversified,S&P 500,125.96,88,83,81,78,158.91,95701818942.81006,686379000.0,0.0,12.18,4583354,4298218,4018546,0.134
707,VBNK,Financial Services,Banks - Regional,NASDAQ,125.92,88,86,86,80,19.85,580298969.3300858,32167347.0,4.35,4.39,113440,132670,108088,0.336
708,ROKU,Communication Services,Entertainment,S&P 400,125.87,88,87,78,63,141.97,19226771423.43866,147693751.0,0.0926,6.38,2301180,6318370,4636556,0.224
709,KOS,Energy,Oil & Gas E&P,NYSE,125.86,88,75,93,24,2.63,1660929938.9145312,593189274.0,0.0478,-21.26,18947110,17207843,14770984,0.277
710,TFSL,Financial Services,Banks - Regional,NASDAQ,125.83,88,83,70,64,18.19,4461675320.519451,280432141.0,0.16219999,12.28,722020,846380,893624,0.098
711,CSX,Industrials,Railroads,S&P 500,125.82,87,81,82,66,53.23,84099361503.73563,1858138856.0,0.0182,12.82,14824484,13107168,12886714,0.017
712,FOSL,Consumer Cyclical,Footwear & Accessories,NASDAQ,125.78,87,90,97,96,4.05,258865006.00364113,59101598.0,0.059699997,-29.57,616963,931694,914100,-0.036
713,TEO,Communication Services,Telecom Services,NYSE,125.72,87,79,43,80,13.67,6336150141.851336,430737602.0,0.0050999997,-10.36,219190,511803,561098,0.305
714,OUST,Technology,Electronic Components,NASDAQ,125.7,87,93,88,90,37.69,2932139252.871395,63672949.0,0.1004,-20.35,3591860,4894456,5310090,0.489
715,NPO,Industrials,Specialty Industrial Machinery,S&P 600,125.59,87,91,86,75,336.95,6485674375.044922,21126664.0,0.0228,3.05,218270,311593,264350,0.109
716,AERT,Industrials,Consulting Services,NASDAQ,125.51,87,94,29,17,6.57,37657287.0,50209716.0,0.0064999997,332.81,27393,57506,43214,-0.008
717,PTEN,Energy,Oil & Gas Drilling,S&P 600,125.51,87,84,93,72,10.34,4255513904.611264,379617653.0,0.045700002,-20.95,8163690,9935413,9124384,-0.127
718,SNDR,Industrials,Trucking,S&P 600,125.47,87,86,74,76,37.75,6188893071.441849,175124308.0,0.1181,5.45,1075190,1030940,1062950,-0.002
719,ACLS,Technology,Semiconductor Equipment & Materials,S&P 600,125.47,87,95,94,79,134.1,4622685560.320892,30733897.0,0.1237,-21.86,393568,599549,574365,0.033
720,ACNB,Financial Services,Banks - Regional,NASDAQ,125.45,87,80,71,72,62.1,554411878.1094055,10212044.0,0.013099999,11.79,76992,78947,67906,0.427
721,BBAR,Financial Services,Banks - Regional,NYSE,125.44,87,82,24,70,18.86,3747743394.4601154,204236693.0,0.048499998,-11.79,486013,674331,696422,0.261
722,NVCR,Healthcare,Medical Devices,NASDAQ,125.29,87,65,31,22,17.65,1973588923.6372375,115820940.0,0.0999,-8.31,2098550,1936303,1742022,0.123
723,AMG,Financial Services,Asset Management,S&P 400,125.27,87,84,78,89,358.29,7998900103.4565735,26412085.0,0.0416,7.02,277740,299213,319022,0.097
724,PRG,Industrials,Rental & Leasing Services,S&P 600,125.25,87,84,41,50,43.6,1473210806.6205597,40065564.0,0.1205,5.98,376560,580236,513454,0.111
725,BPOP,Financial Services,Banks - Regional,NASDAQ,125.25,87,83,82,78,171.73,9585785838.988617,64537709.0,0.0296,12.26,507753,581714,538160,0.096
726,SHBI,Financial Services,Banks - Regional,NASDAQ,125.24,87,82,77,77,23.61,691199529.3550301,33455931.0,0.0219,13.62,197460,234736,217614,0.148
727,PLRZ,Healthcare,Biotechnology,NASDAQ,125.08,87,89,83,60,14.68,32139630.30281067,1871848.0,0.020499999,-19.34,50970,45863,40872,
728,VIST,Energy,Oil & Gas E&P,NYSE,125.05,87,75,86,78,69.5,8269026036.704773,111442404.0,0.027999999,-14.66,1064500,947296,936322,0.973
729,ESE,Technology,Scientific & Technical Instruments,S&P 600,125.04,87,90,91,78,327.78,7562303348.675171,25907172.0,0.032899998,-5.32,179250,272866,264802,0.335
730,YOU,Technology,Software - Application,S&P 600,125.0,87,85,94,72,52.24,5587378016.627026,100764255.0,0.1229,-16.72,999360,1382600,1360454,0.197
731,AIR,Industrials,Aerospace & Defense,S&P 600,125.0,87,90,84,87,129.05,4478251971.375824,39764268.0,0.0298,1.45,587348,537152,471275,0.246
732,PK,Real Estate,REIT - Hotel & Motel,S&P 400,124.98,87,85,62,48,14.59,2442519081.5940332,201361835.0,0.28260002,17.38,3844860,5101206,5131494,-0.011
733,ADM,Consumer Defensive,Farm Products,S&P 500,124.95,87,76,79,77,85.92,38450491135.73416,481956527.0,0.0367,3.39,2873539,3379199,3466599,0.016
734,ECG,Industrials,Engineering & Construction,S&P 600,124.93,87,94,95,81,129.99,7593459942.693268,51041606.0,0.046,-24.24,525978,624689,600097,0.254
735,TRMD,Energy,Oil & Gas Midstream,NASDAQ,124.91,87,84,91,81,30.19,2787713628.3364677,102338974.0,0.0094,-14.55,464300,826880,889150,0.155
736,HWM,Industrials,Aerospace & Defense,S&P 500,124.88,87,82,81,76,289.26,103327757484.75,400107483.0,0.0218,3.03,1781856,2954558,2752299,0.191
737,WASH,Financial Services,Banks - Regional,NASDAQ,124.87,87,75,70,77,38.39,620966358.1916428,19065593.0,0.048699997,3.53,186640,200910,183206,-0.07
738,SENEB,Consumer Defensive,Packaged Foods,NASDAQ,124.83,87,83,78,72,163.1,987226839.5,6773426.0,0.0007,-1.14,120,173,128,0.011
739,RHP,Real Estate,REIT - Hotel & Motel,S&P 600,124.82,87,85,67,53,128.89,7265770312.0252075,63109272.0,0.0387,9.99,473510,634726,623528,0.132
740,BBIO,Healthcare,Biotechnology,NASDAQ,124.67,87,67,79,91,84.02,12977766313.324753,195861242.0,0.1377,-1.08,2130983,4103991,3605170,0.668
741,AMLX,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,124.65,87,91,93,96,18.41,1595523691.364214,111186317.0,0.1689,-1.05,1466257,1702232,1473759,
742,WERN,Industrials,Trucking,S&P 600,124.61,87,88,69,77,42.42,2488529173.0257225,59950115.0,0.0715,0.98,1273420,1114663,1098848,0.136
743,RDVT,Technology,Software - Application,NASDAQ,124.59,87,75,23,54,59.57,801951071.7928505,14108921.0,0.0587,-7.12,154670,174813,182086,0.174
744,MGTX,Healthcare,Biotechnology,NASDAQ,124.56,87,89,69,44,12.1,986291310.0722733,92609516.0,0.0832,2.11,705440,1083733,976748,-0.848
745,SFL,Industrials,Marine Shipping,NYSE,124.55,87,75,85,57,11.92,1468240330.286728,132992784.0,0.0301,-7.88,1316590,1673543,1585982,-0.067
746,GSL,Industrials,Marine Shipping,NYSE,124.42,87,71,85,88,43.61,1312770871.6171417,36035434.0,0.023699999,2.13,290810,282193,326962,0.022
747,UVE,Financial Services,Insurance - Property & Casualty,NYSE,124.34,87,80,90,75,41.61,1033269601.1366959,27911118.0,0.0216,-0.83,238240,226613,206408,-0.003
748,SU,Energy,Oil & Gas Integrated,NYSE,124.33,87,65,89,84,65.81,73631270706.70967,1180745189.0,3.65,-6.37,3727020,4701386,4399276,0.175
749,ESEA,Industrials,Marine Shipping,NASDAQ,124.33,87,74,90,87,76.99,449459625.08321,7055881.0,0.0185,-2.25,48622,58904,65618,-0.009
750,CASY,Consumer Cyclical,Specialty Retail,S&P 500,124.3,87,81,87,76,861.63,28435527524.59265,37066933.0,0.0323,-4.37,318425,517218,566587,0.003
751,NUTX,Healthcare,Medical Care Facilities,NASDAQ,124.24,87,79,29,92,153.56,888449682.490036,6881339.0,0.21049999,-20.46,104580,129043,126964,0.022
752,DAL,Industrials,Airlines,S&P 500,124.22,87,89,74,75,85.06,54188895368.68637,656994340.0,0.039100002,1.47,6370571,8038677,7645060,0.129
753,SWBI,Industrials,Aerospace & Defense,NASDAQ,124.22,87,87,91,72,14.64,677194826.001112,44493746.0,0.0336,-7.28,473300,884913,751576,0.171
754,NSYS,Healthcare,Medical Devices,NASDAQ,124.21,87,94,90,35,14.25,41722393.4728241,2794534.0,0.0015,-15.93,37530,24116,28472,0.127
755,TACT,Technology,Computer Hardware,NASDAQ,123.97,87,87,28,25,5.03,45934964.97395086,10276279.0,0.0037,-11.75,20720,49900,77068,0.104
756,EIX,Utilities,Utilities - Regulated Electric,S&P 500,123.95,87,78,74,70,79.75,26912489172.978333,384793941.0,0.044899996,4.63,2360201,2363007,2482626,0.077
757,PAGP,Energy,Oil & Gas Midstream,NASDAQ,123.92,87,70,78,65,26.51,4818965494.894432,197904124.0,0.08,1.38,1154810,1282116,1437780,0.087
758,ULCC,Industrials,Airlines,NASDAQ,123.9,87,95,29,66,5.81,1390225520.5788374,229789335.0,0.39880002,-12.76,4154660,4277316,4324580,0.088
759,SXI,Industrials,Specialty Industrial Machinery,S&P 600,123.77,87,88,84,81,308.58,3355954661.529785,12114922.0,0.0871,8.38,126370,210546,191052,0.081
760,FBP,Financial Services,Banks - Regional,S&P 600,123.76,87,77,71,62,28.82,3709330690.151123,154684352.0,0.0731,16.96,1627992,1644594,1549668,0.081
761,PLGO,Financial Services,Insurance - Diversified,NYSE,123.7,87,82,75,64,25.11,1845020009.537115,85496757.0,0.0249,4.36,283700,394483,443424,-0.073
762,ARMK,Industrials,Specialty Business Services,S&P 400,123.68,87,85,73,42,57.18,14036461527.184708,262953564.0,0.037100002,5.73,2574454,2482904,2748674,0.147
763,UVSP,Financial Services,Banks - Regional,NASDAQ,123.65,87,83,78,65,44.1,1098238392.6396103,27845802.0,0.019,9.78,241290,257286,226028,0.121
764,LFUS,Technology,Electronic Components,S&P 400,123.65,87,93,90,85,404.86,11806630486.999023,25288904.0,0.026500002,-16.34,367560,346363,359822,0.185
765,OPLN,Consumer Cyclical,Auto & Truck Dealerships,S&P 600,123.6,87,87,78,81,39.0,4036546476.9390717,105946106.0,0.0184,1.25,791800,1071673,1018232,0.147
766,NRT,Energy,Oil & Gas E&P,NYSE,123.58,87,71,89,95,8.51,73616628.00355911,9190590.0,0.0047999998,-18.88,48420,46260,52778,3.295
767,VTR,Real Estate,REIT - Healthcare Facilities,S&P 500,123.56,87,71,77,68,100.53,41042447125.45665,486169723.0,0.052600004,10.4,2763090,3833256,3894860,0.219
768,BLLN,Healthcare,Diagnostics & Research,NASDAQ,123.56,87,79,22,18,126.08,4553092862.903046,45995484.0,0.0588,-9.1,579633,701134,719086,0.838
769,CZWI,Financial Services,Banks - Regional,NASDAQ,123.56,87,83,82,70,23.56,196739881.12106323,9644112.0,0.0088,4.16,46763,107014,83714,0.251
770,WELL,Real Estate,REIT - Healthcare Facilities,S&P 500,123.49,86,75,78,69,247.05,144945415311.06796,705914450.0,0.03,11.44,2595900,3347853,3573442,0.383
771,HZO,Consumer Cyclical,Specialty Retail,S&P 600,123.48,86,86,73,63,36.33,758649593.508934,22028154.0,0.19770001,0.22,315910,290240,310100,-0.165
772,M,Consumer Cyclical,Department Stores,S&P 400,123.39,86,90,78,83,23.38,5739450278.610216,263761499.0,0.1415,-4.22,4568490,5651066,6387866,-0.011
773,CRVS,Healthcare,Biotechnology,NASDAQ,123.35,86,93,97,99,13.07,1043562149.0088196,84090424.0,0.2556,-51.5,965150,1288833,1554872,
774,FFIV,Technology,Software - Infrastructure,S&P 500,123.31,86,81,56,38,392.21,21633960950.86151,56419247.0,0.0342,-1.85,510582,584484,634446,0.11
775,PAA,Energy,Oil & Gas Midstream,NASDAQ,123.3,86,68,78,66,24.69,15825075887.431183,705531684.0,0.0235,1.77,2060160,2262703,2309692,0.087
776,WWD,Industrials,Aerospace & Defense,S&P 400,123.29,86,87,86,85,411.94,20855788763.097015,59582861.0,0.026099999,1.21,522050,797016,755182,0.234
777,BODI,Communication Services,Internet Content & Information,NASDAQ,123.24,86,83,98,97,10.9,79224895.1212349,7241764.0,0.066700004,-35.39,23096,29238,40173,-0.25
778,LWLG,Basic Materials,Specialty Chemicals,NASDAQ,123.21,86,97,99,93,6.68,1673304750.6209564,154079632.0,0.0889,-64.3,3043540,4442263,5701156,0.273
779,PXS,Energy,Oil & Gas Midstream,NASDAQ,123.2,86,80,87,67,4.53,42595045.477622986,10239194.0,0.0053,-7.93,17610,39940,50646,0.039
780,TXN,Technology,Semiconductors,S&P 500,123.2,86,91,86,80,279.58,278197157687.1613,910092791.0,0.0223,-15.66,8076540,9389183,8903878,0.186
781,GEV,Industrials,Specialty Industrial Machinery,S&P 500,123.13,86,91,95,87,1014.75,260206947526.56403,268719995.0,0.033,-14.15,2952488,3108882,2913591,0.163
782,TENB,Technology,Software - Infrastructure,NASDAQ,123.09,86,68,19,14,32.25,3112977747.3114967,110271973.0,0.1658,-9.64,3641270,3479933,3721206,0.096
